paired_cases,variant,seed,shape_MAE,force_MAPE
20,physics-informed residual PIRN,28,0.02853490992318491,0.08295619610795293
20,physics-informed residual PIRN,29,0.031304527776322255,0.07978092549993342
20,physics-informed residual PIRN,30,0.034071108491970085,0.08092997201303506
20,data-only residual network,1,0.04560678171042153,0.11373130906281798
20,data-only residual network,2,0.04625646608405426,0.1058136707236617
20,data-only residual network,3,0.04768296415099873,0.10554335238789178
20,data-only residual network,4,0.049077063595624505,0.10144009305702674
20,data-only residual network,5,0.04671293253716737,0.11153764634503123
20,data-only residual network,6,0.0483288569772776,0.11793319138785528
20,data-only residual network,7,0.04717238607819824,0.10043869956659457
20,data-only residual network,8,0.046369386574535314,0.12151626376019443
20,data-only residual network,9,0.04641477040211782,0.12226879655927975
20,data-only residual network,10,0.044815057938930696,0.100472282700047
20,data-only residual network,11,0.04114582425282726,0.11255337042189123
20,data-only residual network,12,0.045441514581259015,0.10543631754170849
20,data-only residual network,13,0.048657807888626656,0.10541212151744504
20,data-only residual network,14,0.05011200881966496,0.1124502416749432
20,data-only residual network,15,0.046611388019076466,0.11635756499359286
20,data-only residual network,16,0.04891153974983639,0.1087270173785706
20,data-only residual network,17,0.04567933726230884,0.11922991958440936
20,data-only residual network,18,0.04801151993593326,0.11224295211912404
20,data-only residual network,19,0.0468303095848748,0.09912546663786798
20,data-only residual network,20,0.04370575472908709,0.10709164605367198
20,data-only residual network,21,0.045796516348695936,0.11507811101059143
20,data-only residual network,22,0.04163839751620202,0.11150776480003559
20,data-only residual network,23,0.04959569727152881,0.10399027267440591
20,data-only residual network,24,0.05026609236107628,0.10317450723420964
20,data-only residual network,25,0.04562231634279856,0.12092713635293031
20,data-only residual network,26,0.04629594780782427,0.09490614012454791
20,data-only residual network,27,0.04800053544580523,0.11529473683697396
20,data-only residual network,28,0.04688851729793008,0.11544999650869926
20,data-only residual network,29,0.04728904171654797,0.11794915040480156
20,data-only residual network,30,0.04730527667033744,0.10166615656377437
40,physics-informed residual PIRN,1,0.026923676226927287,0.05642657179677263
